product_weight_g,product_length_cm,product_height_cm,product_width_cm,freight_value
2000.0,21.0,8.0,17.0,14.08
1200.0,30.0,30.0,30.0,17.09
817.0,26.0,13.0,21.0,13.6
250.0,26.0,12.0,18.0,12.79
12950.0,31.0,81.0,31.0,35.47
900.0,30.0,4.0,20.0,12.85
900.0,17.0,16.0,13.0,8.37
1800.0,22.0,18.0,18.0,17.93
420.0,23.0,25.0,16.0,16.53
550.0,20.0,15.0,15.0,8.72
200.0,16.0,2.0,11.0,15.14
1550.0,35.0,24.0,25.0,23.08
138.0,16.0,13.0,14.0,12.67
5850.0,59.0,23.0,29.0,18.02
100.0,16.0,11.0,12.0,7.78
500.0,45.0,45.0,45.0,52.36
150.0,17.0,8.0,14.0,18.23
919.0,17.0,19.0,15.0,17.14
481.0,18.0,13.0,15.0,18.73
200.0,16.0,12.0,11.0,20.94
250.0,16.0,12.0,11.0,2.41
450.0,18.0,18.0,18.0,12.57
3100.0,32.0,32.0,11.0,21.33
150.0,16.0,17.0,17.0,12.79
125.0,19.0,5.0,11.0,15.23
4525.0,65.0,16.0,40.0,47.9
550.0,16.0,21.0,18.0,9.61
7550.0,90.0,20.0,25.0,42.76
10900.0,40.0,43.0,40.0,20.8
1075.0,34.0,31.0,34.0,27.78
1200.0,30.0,30.0,30.0,7.55
8400.0,62.0,20.0,40.0,38.33
12500.0,47.0,46.0,20.0,39.59
550.0,33.0,6.0,22.0,15.1
650.0,16.0,10.0,16.0,13.87
1750.0,95.0,9.0,37.0,18.03
700.0,16.0,20.0,38.0,16.15
13300.0,60.0,40.0,40.0,66.17
1750.0,48.0,9.0,38.0,22.83
200.0,16.0,9.0,11.0,8.28
700.0,60.0,7.0,14.0,15.17
2800.0,27.0,19.0,24.0,18.53
900.0,86.0,4.0,11.0,9.41
1300.0,22.0,5.0,15.0,15.2
450.0,25.0,15.0,20.0,21.15
50.0,19.0,3.0,11.0,15.1
400.0,19.0,15.0,20.0,14.7
100.0,20.0,15.0,15.0,22.98
5450.0,45.0,22.0,33.0,86.73
10300.0,31.0,71.0,51.0,86.74
700.0,43.0,7.0,54.0,17.92
5000.0,40.0,15.0,23.0,35.15
200.0,18.0,6.0,11.0,7.05
700.0,25.0,16.0,16.0,7.08
2008.0,45.0,23.0,21.0,13.13
500.0,16.0,5.0,20.0,16.11
178.0,17.0,9.0,13.0,16.11
3550.0,34.0,18.0,34.0,19.64
1167.0,22.0,22.0,22.0,15.74
300.0,20.0,20.0,20.0,38.51
9350.0,52.0,51.0,17.0,39.48
65.0,19.0,3.0,11.0,16.79
2000.0,35.0,45.0,19.0,29.79
215.0,19.0,10.0,14.0,14.26
350.0,19.0,14.0,12.0,14.52
2100.0,40.0,10.0,70.0,15.98
14000.0,26.0,66.0,46.0,69.36
325.0,23.0,17.0,18.0,14.45
1267.0,23.0,18.0,19.0,13.37
375.0,20.0,16.0,18.0,28.37
725.0,23.0,23.0,23.0,18.56
10850.0,58.0,20.0,58.0,26.24
800.0,45.0,10.0,32.0,17.94
800.0,34.0,12.0,16.0,13.61
1250.0,35.0,20.0,30.0,21.18
200.0,16.0,16.0,16.0,8.72
250.0,17.0,4.0,12.0,7.78
150.0,25.0,10.0,20.0,22.14
600.0,16.0,30.0,11.0,8.88
600.0,16.0,18.0,12.0,20.72
400.0,30.0,16.0,16.0,8.14
300.0,30.0,16.0,16.0,8.14
450.0,20.0,11.0,11.0,14.17
700.0,25.0,30.0,35.0,15.43
17150.0,36.0,48.0,56.0,53.96
150.0,19.0,4.0,11.0,14.1
300.0,25.0,25.0,25.0,7.78
300.0,25.0,25.0,25.0,7.78
750.0,28.0,5.0,25.0,30.6
300.0,25.0,16.0,11.0,15.9
700.0,23.0,21.0,21.0,35.88
1050.0,36.0,16.0,24.0,11.37
2525.0,18.0,18.0,18.0,19.16
1350.0,50.0,5.0,50.0,19.61
1000.0,30.0,5.0,35.0,4.5
275.0,25.0,9.0,19.0,23.97
200.0,19.0,4.0,11.0,7.78
2300.0,44.0,8.0,32.0,13.65
1283.0,33.0,49.0,22.0,15.52
950.0,20.0,15.0,20.0,18.13
1250.0,41.0,7.0,41.0,18.23
1500.0,24.0,8.0,24.0,23.15
13050.0,55.0,40.0,40.0,29.65
9400.0,45.0,39.0,33.0,19.89
400.0,17.0,5.0,12.0,18.23
300.0,16.0,16.0,16.0,32.07
600.0,32.0,4.0,29.0,15.91
4600.0,34.0,9.0,34.0,19.05
350.0,16.0,16.0,16.0,18.24
110.0,18.0,8.0,13.0,14.75
650.0,65.0,2.0,13.0,23.49
350.0,16.0,11.0,11.0,18.81
350.0,16.0,15.0,15.0,9.24
3900.0,40.0,35.0,40.0,19.22
550.0,40.0,10.0,16.0,24.35
76.0,16.0,6.0,11.0,7.78
150.0,25.0,5.0,20.0,7.6
5600.0,100.0,7.0,80.0,39.05
800.0,29.0,13.0,20.0,16.11
1650.0,40.0,15.0,32.0,17.38
1100.0,30.0,10.0,25.0,54.12
10100.0,53.0,30.0,38.0,22.28
1400.0,16.0,25.0,15.0,9.34
8100.0,30.0,80.0,30.0,40.33
550.0,20.0,20.0,20.0,7.47
250.0,16.0,5.0,12.0,15.16
1850.0,18.0,23.0,26.0,17.51
1750.0,32.0,52.0,19.0,16.86
700.0,16.0,16.0,30.0,26.44
14900.0,40.0,35.0,40.0,15.36
167.0,18.0,4.0,11.0,16.05
400.0,20.0,11.0,11.0,15.1
900.0,20.0,10.0,15.0,15.1
100.0,16.0,8.0,11.0,18.45
900.0,26.0,9.0,24.0,16.56
300.0,16.0,15.0,11.0,22.06
500.0,28.0,8.0,18.0,18.93
300.0,35.0,5.0,11.0,8.29
9600.0,60.0,30.0,50.0,40.89
3300.0,19.0,11.0,16.0,15.89
200.0,20.0,10.0,12.0,7.78
500.0,48.0,11.0,11.0,8.88
1400.0,102.0,29.0,29.0,33.98
550.0,50.0,15.0,30.0,7.84
3700.0,43.0,13.0,33.0,7.84
500.0,16.0,16.0,16.0,22.07
350.0,16.0,12.0,14.0,18.23
900.0,37.0,23.0,35.0,11.85
350.0,16.0,16.0,16.0,8.29
1200.0,35.0,9.0,25.0,13.27
1225.0,26.0,20.0,23.0,42.91
4300.0,20.0,62.0,35.0,18.02
2500.0,105.0,3.0,70.0,37.21
700.0,46.0,10.0,33.0,13.52
10250.0,27.0,57.0,36.0,43.04
500.0,40.0,20.0,30.0,18.87
100.0,16.0,16.0,11.0,7.94
9550.0,30.0,35.0,55.0,64.09
200.0,16.0,5.0,11.0,7.39
4650.0,47.0,19.0,23.0,14.11
400.0,35.0,10.0,26.0,14.11
2940.0,48.0,19.0,16.0,54.8
850.0,35.0,15.0,25.0,8.88
325.0,19.0,13.0,19.0,19.44
2733.0,35.0,32.0,33.0,15.75
150.0,16.0,10.0,15.0,25.63
250.0,20.0,20.0,20.0,7.5
300.0,20.0,17.0,17.0,16.38
527.0,18.0,16.0,13.0,10.15
4050.0,45.0,15.0,35.0,15.38
400.0,18.0,18.0,12.0,14.17
500.0,23.0,3.0,16.0,9.42
255.0,16.0,12.0,14.0,15.23
600.0,16.0,27.0,17.0,20.7
500.0,16.0,22.0,11.0,8.72
200.0,20.0,7.0,15.0,15.15
10100.0,48.0,30.0,16.0,72.89
700.0,50.0,6.0,40.0,19.61
6200.0,66.0,14.0,48.0,27.16
200.0,26.0,4.0,19.0,16.89
635.0,20.0,17.0,17.0,13.68
1200.0,25.0,32.0,25.0,11.99
400.0,21.0,11.0,11.0,11.99
214.0,17.0,11.0,14.0,15.39
200.0,23.0,9.0,14.0,18.62
250.0,16.0,11.0,11.0,16.15
350.0,20.0,13.0,13.0,25.35
13350.0,30.0,29.0,34.0,51.78
150.0,39.0,2.0,30.0,15.23
800.0,20.0,20.0,20.0,9.94
750.0,55.0,8.0,23.0,23.68
11500.0,30.0,14.0,48.0,56.02
300.0,25.0,10.0,16.0,29.51
10150.0,20.0,20.0,20.0,29.51
150.0,19.0,5.0,20.0,15.1
150.0,20.0,4.0,18.0,8.25
150.0,16.0,3.0,17.0,8.25
200.0,16.0,9.0,11.0,12.86
200.0,30.0,12.0,20.0,7.78
13825.0,70.0,35.0,49.0,150.05
2700.0,30.0,30.0,30.0,11.63
350.0,50.0,8.0,40.0,12.84
1900.0,30.0,20.0,40.0,23.64
2450.0,50.0,30.0,40.0,28.33
8900.0,28.0,64.0,28.0,34.63
9700.0,30.0,80.0,40.0,65.71
800.0,39.0,12.0,17.0,12.71
500.0,16.0,13.0,13.0,27.36
850.0,22.0,42.0,22.0,11.46
850.0,48.0,13.0,37.0,16.11
2625.0,16.0,32.0,24.0,11.85
17550.0,45.0,20.0,100.0,62.6
200.0,19.0,4.0,11.0,7.78
1150.0,34.0,7.0,32.0,11.76
2400.0,45.0,30.0,30.0,20.77
150.0,16.0,8.0,16.0,18.44
18800.0,50.0,50.0,50.0,48.29
2500.0,53.0,63.0,15.0,13.93
13450.0,54.0,35.0,45.0,61.75
13500.0,55.0,25.0,45.0,48.06
1900.0,39.0,16.0,40.0,18.77
10600.0,78.0,4.0,47.0,17.67
1300.0,38.0,12.0,22.0,20.61
663.0,21.0,15.0,13.0,14.47
6200.0,23.0,12.0,15.0,19.27
800.0,16.0,23.0,15.0,20.51
300.0,30.0,15.0,18.0,16.86
450.0,21.0,25.0,21.0,16.11
300.0,32.0,10.0,26.0,15.1
700.0,38.0,8.0,33.0,10.65
2130.0,25.0,19.0,24.0,23.41
150.0,18.0,6.0,12.0,15.23
5650.0,30.0,25.0,45.0,17.6
550.0,16.0,7.0,24.0,18.52
250.0,16.0,15.0,15.0,8.29
1700.0,34.0,7.0,32.0,12.07
800.0,30.0,14.0,16.0,19.85
850.0,50.0,5.0,50.0,19.32
350.0,19.0,12.0,13.0,23.18
650.0,30.0,30.0,30.0,16.43
200.0,25.0,3.0,20.0,7.39
200.0,16.0,2.0,11.0,15.1
350.0,69.0,11.0,11.0,27.41
400.0,20.0,50.0,50.0,15.1
2200.0,34.0,7.0,32.0,13.96
750.0,30.0,40.0,11.0,15.14
100.0,16.0,5.0,16.0,7.44
623.0,18.0,16.0,16.0,9.47
350.0,20.0,9.0,17.0,8.29
250.0,16.0,5.0,11.0,14.23
2550.0,104.0,4.0,68.0,43.71
500.0,25.0,16.0,16.0,19.04
400.0,17.0,14.0,13.0,15.46
767.0,25.0,13.0,16.0,26.14
3025.0,35.0,22.0,17.0,18.05
400.0,16.0,10.0,20.0,14.1
8100.0,99.0,4.0,55.0,31.09
2450.0,45.0,14.0,34.0,21.68
150.0,16.0,17.0,22.0,7.39
200.0,23.0,7.0,14.0,15.66
600.0,16.0,2.0,11.0,35.74
650.0,16.0,11.0,11.0,19.75
450.0,18.0,18.0,18.0,7.12
450.0,20.0,12.0,20.0,21.02
100.0,17.0,4.0,12.0,7.78
350.0,19.0,19.0,12.0,8.43
800.0,27.0,10.0,20.0,9.86
2900.0,16.0,34.0,32.0,19.46
1200.0,28.0,13.0,21.0,27.38
150.0,16.0,9.0,11.0,7.71
1000.0,40.0,30.0,30.0,8.01
200.0,27.0,13.0,17.0,8.98
450.0,23.0,8.0,15.0,9.7
300.0,40.0,4.0,30.0,11.85
14400.0,30.0,50.0,32.0,19.84
10400.0,100.0,23.0,27.0,37.89
288.0,20.0,13.0,17.0,25.63
2800.0,69.0,11.0,11.0,28.17
700.0,25.0,10.0,25.0,18.63
1500.0,18.0,35.0,29.0,15.69
2100.0,30.0,30.0,30.0,12.22
250.0,25.0,10.0,17.0,15.89
3550.0,16.0,43.0,43.0,39.34
100.0,20.0,7.0,20.0,15.23
60.0,16.0,9.0,13.0,18.23
450.0,27.0,11.0,13.0,13.01
100.0,19.0,6.0,13.0,18.37
500.0,22.0,48.0,38.0,21.11
500.0,30.0,10.0,20.0,15.79
665.0,20.0,25.0,16.0,15.1
5350.0,40.0,20.0,40.0,18.36
3100.0,47.0,21.0,41.0,17.15
1200.0,44.0,5.0,34.0,18.41
2900.0,50.0,10.0,40.0,11.23
500.0,20.0,15.0,15.0,12.79
750.0,16.0,8.0,11.0,15.52
1350.0,20.0,30.0,20.0,18.44
12700.0,57.0,54.0,21.0,53.84
200.0,21.0,7.0,14.0,17.06
325.0,19.0,8.0,14.0,23.11
253.0,34.0,4.0,15.0,15.1
150.0,20.0,10.0,15.0,7.39
13250.0,62.0,47.0,32.0,53.54
2850.0,35.0,30.0,35.0,21.64
9950.0,52.0,22.0,52.0,10.82
200.0,19.0,11.0,23.0,12.48
804.0,34.0,5.0,33.0,16.53
350.0,20.0,25.0,25.0,22.28
426.0,16.0,12.0,11.0,21.49
350.0,16.0,2.0,20.0,15.1
950.0,44.0,3.0,33.0,14.71
150.0,19.0,7.0,27.0,15.23
400.0,23.0,6.0,15.0,13.37
1650.0,30.0,30.0,15.0,18.3
500.0,17.0,12.0,17.0,37.32
500.0,21.0,35.0,13.0,9.09
750.0,20.0,20.0,20.0,9.17
2400.0,32.0,25.0,39.0,16.82
1900.0,35.0,15.0,45.0,23.64
400.0,16.0,10.0,11.0,8.29
1012.0,26.0,24.0,21.0,18.29
200.0,16.0,12.0,20.0,26.02
500.0,16.0,20.0,20.0,27.24
450.0,86.0,15.0,15.0,15.1
1600.0,24.0,13.0,16.0,19.07
11950.0,58.0,21.0,56.0,43.82
300.0,16.0,6.0,15.0,17.54
24400.0,50.0,50.0,45.0,46.11
7667.0,52.0,52.0,17.0,18.69
225.0,18.0,15.0,12.0,18.23
3783.0,30.0,25.0,28.0,23.35
250.0,32.0,3.0,23.0,7.87
800.0,58.0,12.0,37.0,16.4
400.0,20.0,20.0,20.0,8.72
2700.0,80.0,10.0,50.0,21.53
1367.0,19.0,19.0,22.0,36.68
7700.0,59.0,38.0,42.0,43.13
4600.0,16.0,2.0,11.0,8.11
150.0,20.0,5.0,15.0,12.09
6617.0,46.0,33.0,35.0,34.88
500.0,32.0,16.0,22.0,8.72
13300.0,16.0,2.0,11.0,80.43
4000.0,42.0,16.0,36.0,16.96
4400.0,19.0,23.0,19.0,13.7
400.0,17.0,17.0,15.0,13.66
5200.0,45.0,10.0,37.0,13.08
1200.0,20.0,20.0,20.0,19.32
400.0,22.0,15.0,22.0,17.72
7900.0,44.0,21.0,38.0,27.56
250.0,20.0,11.0,20.0,14.72
300.0,17.0,6.0,11.0,16.05
3350.0,30.0,61.0,59.0,36.91
800.0,25.0,55.0,35.0,12.75
563.0,20.0,12.0,14.0,34.77
550.0,70.0,10.0,40.0,12.78
175.0,18.0,4.0,12.0,15.1
2200.0,39.0,6.0,26.0,16.96
200.0,16.0,5.0,11.0,14.3
11350.0,50.0,30.0,40.0,19.68
750.0,16.0,25.0,15.0,19.25
483.0,24.0,25.0,29.0,22.02
2050.0,29.0,5.0,21.0,13.06
100.0,19.0,3.0,11.0,37.04
317.0,20.0,7.0,16.0,22.91
1307.0,41.0,19.0,28.0,12.79
450.0,45.0,15.0,35.0,4.72
450.0,45.0,15.0,35.0,4.72
100.0,22.0,3.0,15.0,18.77
2900.0,25.0,55.0,45.0,24.66
343.0,28.0,16.0,19.0,15.23
300.0,25.0,10.0,25.0,7.78
450.0,21.0,12.0,12.0,7.78
693.0,39.0,7.0,16.0,19.52
800.0,30.0,15.0,25.0,9.58
2600.0,35.0,9.0,25.0,16.36
5600.0,19.0,18.0,11.0,33.71
600.0,35.0,35.0,15.0,11.85
350.0,16.0,6.0,16.0,18.23
3200.0,28.0,55.0,37.0,14.65
350.0,20.0,20.0,20.0,15.1
2120.0,26.0,25.0,25.0,20.12
150.0,20.0,20.0,20.0,7.78
1200.0,65.0,12.0,12.0,9.27
8050.0,35.0,46.0,35.0,51.26
800.0,16.0,9.0,11.0,14.1
700.0,20.0,50.0,20.0,13.83
150.0,17.0,7.0,12.0,18.73
1150.0,30.0,30.0,30.0,36.36
875.0,21.0,14.0,13.0,13.99
200.0,16.0,2.0,20.0,11.85
10550.0,65.0,7.0,45.0,11.15
1650.0,35.0,46.0,21.0,38.94
300.0,20.0,10.0,15.0,10.96
340.0,18.0,13.0,16.0,32.67
200.0,16.0,7.0,11.0,14.1
400.0,23.0,15.0,19.0,16.17
300.0,35.0,3.0,12.0,8.72
250.0,16.0,12.0,11.0,17.06
1700.0,16.0,18.0,15.0,18.0
1466.0,30.0,10.0,26.0,12.57
1450.0,56.0,12.0,25.0,43.14
675.0,35.0,20.0,35.0,15.36
7300.0,25.0,12.0,20.0,9.79
850.0,21.0,21.0,21.0,19.32
3585.0,26.0,44.0,25.0,16.21
268.0,20.0,16.0,13.0,19.09
950.0,16.0,10.0,16.0,12.06
250.0,40.0,2.0,12.0,23.42
200.0,17.0,9.0,20.0,15.1
525.0,17.0,14.0,16.0,16.91
299.0,19.0,15.0,17.0,18.25
5700.0,85.0,10.0,40.0,43.64
4700.0,28.0,27.0,31.0,29.47
117.0,19.0,5.0,13.0,25.84
250.0,17.0,14.0,16.0,18.89
500.0,28.0,7.0,20.0,8.47
200.0,18.0,8.0,13.0,7.87
200.0,16.0,11.0,11.0,19.08
1500.0,42.0,25.0,15.0,18.16
998.0,24.0,26.0,20.0,18.58
7300.0,53.0,51.0,18.0,18.83
1138.0,35.0,28.0,24.0,17.37
1800.0,42.0,11.0,35.0,13.51
383.0,19.0,12.0,15.0,27.24
7250.0,62.0,6.0,62.0,22.73
16900.0,38.0,70.0,38.0,70.14
200.0,16.0,15.0,15.0,17.07
1600.0,18.0,30.0,24.0,16.75
375.0,16.0,13.0,15.0,53.38
325.0,16.0,14.0,15.0,53.36
1550.0,25.0,23.0,20.0,53.38
700.0,25.0,12.0,25.0,17.55
200.0,16.0,8.0,11.0,13.57
900.0,17.0,8.0,19.0,14.36
23350.0,64.0,64.0,51.0,164.16
200.0,19.0,4.0,11.0,11.03
287.0,18.0,13.0,14.0,13.9
50.0,20.0,6.0,15.0,11.85
100.0,18.0,8.0,13.0,7.87
50.0,32.0,2.0,24.0,7.39
2500.0,105.0,3.0,70.0,18.09
14500.0,45.0,45.0,40.0,60.4
100.0,16.0,6.0,14.0,17.63
150.0,16.0,9.0,11.0,18.49
317.0,25.0,6.0,22.0,11.85
350.0,22.0,12.0,17.0,7.59
1650.0,30.0,23.0,20.0,15.6
600.0,16.0,5.0,11.0,14.53
22900.0,74.0,68.0,26.0,91.19
262.0,17.0,12.0,14.0,14.57
7125.0,52.0,52.0,17.0,38.08
300.0,20.0,15.0,15.0,14.21
10200.0,105.0,18.0,28.0,23.86
400.0,16.0,16.0,11.0,15.79
140.0,16.0,14.0,14.0,23.68
425.0,45.0,21.0,23.0,18.83
1300.0,20.0,25.0,20.0,20.27
2700.0,35.0,35.0,20.0,20.27
650.0,45.0,16.0,16.0,9.37
100.0,16.0,14.0,14.0,7.39
11100.0,35.0,30.0,40.0,39.31
107.0,21.0,10.0,12.0,13.12
175.0,23.0,11.0,13.0,7.0
1200.0,30.0,7.0,30.0,19.92
2374.0,42.0,11.0,36.0,21.47
1100.0,27.0,9.0,14.0,15.23
150.0,20.0,5.0,15.0,7.62
150.0,20.0,10.0,20.0,13.01
500.0,21.0,18.0,20.0,19.82
2000.0,16.0,16.0,16.0,19.89
2500.0,42.0,33.0,12.0,34.89
13500.0,70.0,30.0,40.0,65.02
400.0,24.0,24.0,16.0,17.92
400.0,19.0,11.0,11.0,8.72
450.0,34.0,15.0,17.0,18.23
2000.0,40.0,6.0,30.0,14.82
1000.0,29.0,13.0,13.0,14.11
100.0,18.0,11.0,12.0,15.4
1200.0,65.0,12.0,12.0,17.99
1200.0,45.0,15.0,35.0,16.39
200.0,23.0,15.0,19.0,8.11
1050.0,16.0,20.0,16.0,19.77
100.0,27.0,17.0,14.0,7.78
1250.0,30.0,10.0,18.0,32.1
850.0,27.0,20.0,25.0,23.16
6900.0,40.0,20.0,40.0,65.05
150.0,30.0,10.0,15.0,10.14
650.0,25.0,16.0,17.0,16.39
2150.0,30.0,25.0,30.0,21.67
1200.0,35.0,19.0,25.0,13.21
1850.0,50.0,10.0,40.0,15.43
200.0,20.0,16.0,16.0,16.19
13600.0,35.0,100.0,35.0,48.1
900.0,40.0,20.0,35.0,27.31
350.0,25.0,10.0,25.0,52.08
9550.0,40.0,45.0,38.0,89.55
1800.0,44.0,29.0,26.0,22.59
1400.0,65.0,15.0,15.0,20.7
389.0,27.0,33.0,28.0,9.49
9900.0,50.0,32.0,37.0,13.3
200.0,16.0,16.0,16.0,16.88
800.0,50.0,6.0,29.0,18.06
800.0,20.0,16.0,20.0,16.11
150.0,16.0,9.0,20.0,15.1
2100.0,45.0,10.0,34.0,21.4
500.0,20.0,12.0,15.0,19.73
1150.0,20.0,5.0,18.0,22.99
200.0,36.0,2.0,28.0,15.1
400.0,16.0,2.0,11.0,12.48
50.0,18.0,18.0,12.0,5.37
700.0,20.0,5.0,20.0,8.72
2400.0,17.0,32.0,11.0,23.28
8200.0,38.0,18.0,22.0,59.07
378.0,17.0,22.0,10.0,11.91
388.0,20.0,14.0,17.0,17.33
150.0,20.0,10.0,20.0,22.35
625.0,31.0,17.0,23.0,21.15
2000.0,26.0,17.0,19.0,11.15
900.0,40.0,10.0,34.0,16.21
3450.0,70.0,25.0,25.0,17.91
150.0,20.0,10.0,20.0,18.52
700.0,22.0,5.0,15.0,9.0
9550.0,60.0,20.0,46.0,59.56
450.0,22.0,16.0,16.0,11.93
2900.0,30.0,30.0,30.0,22.88
11700.0,54.0,25.0,37.0,26.44
18438.0,47.0,59.0,39.0,42.84
1700.0,41.0,18.0,20.0,11.15
600.0,50.0,5.0,16.0,9.34
1000.0,50.0,12.0,12.0,20.75
2000.0,25.0,60.0,25.0,11.73
700.0,22.0,13.0,13.0,10.96
1300.0,45.0,15.0,35.0,5.4
700.0,40.0,15.0,40.0,24.63
200.0,30.0,8.0,11.0,18.25
450.0,35.0,14.0,25.0,17.14
11700.0,23.0,21.0,18.0,43.94
200.0,23.0,15.0,15.0,15.2
900.0,30.0,20.0,30.0,15.11
600.0,16.0,8.0,23.0,29.82
400.0,20.0,10.0,15.0,16.66
3800.0,50.0,21.0,37.0,29.15
500.0,18.0,48.0,34.0,13.76
300.0,16.0,11.0,11.0,8.71
3000.0,69.0,11.0,11.0,15.1
300.0,18.0,15.0,13.0,14.52
2500.0,19.0,19.0,33.0,43.45
5900.0,94.0,7.0,45.0,47.37
4200.0,78.0,4.0,47.0,17.7
300.0,45.0,15.0,23.0,8.72
400.0,38.0,17.0,27.0,18.45
10983.0,67.0,26.0,44.0,60.46
400.0,27.0,13.0,17.0,16.04
125.0,16.0,11.0,16.0,18.23
200.0,17.0,10.0,12.0,7.78
900.0,35.0,5.0,27.0,15.38
450.0,20.0,30.0,20.0,15.1
5900.0,45.0,15.0,35.0,51.15
25100.0,64.0,64.0,49.0,114.42
350.0,16.0,2.0,11.0,7.98
115.0,17.0,9.0,11.0,13.68
400.0,16.0,19.0,14.0,16.01
400.0,20.0,16.0,16.0,18.99
350.0,69.0,11.0,11.0,14.1
450.0,40.0,4.0,30.0,11.85
8200.0,56.0,17.0,51.0,13.67
550.0,16.0,2.0,11.0,35.03
1600.0,35.0,20.0,25.0,67.52
150.0,20.0,2.0,14.0,17.06
1200.0,19.0,6.0,14.0,15.79
2200.0,22.0,22.0,22.0,16.98
1626.0,26.0,15.0,17.0,13.68
1350.0,42.0,12.0,11.0,27.56
1900.0,21.0,21.0,21.0,20.01
1000.0,40.0,40.0,40.0,40.32
6300.0,30.0,40.0,30.0,41.93
900.0,40.0,2.0,30.0,22.67
250.0,16.0,16.0,11.0,18.28
700.0,16.0,8.0,13.0,16.75
2450.0,80.0,16.0,35.0,27.71
250.0,16.0,10.0,16.0,12.8
4400.0,42.0,16.0,36.0,26.24
1350.0,40.0,25.0,22.0,16.25
400.0,29.0,7.0,16.0,12.48
5450.0,20.0,30.0,15.0,15.86
1100.0,25.0,6.0,17.0,19.27
5150.0,16.0,16.0,16.0,18.45
20050.0,80.0,40.0,40.0,111.21
400.0,23.0,25.0,11.0,14.1
800.0,26.0,6.0,26.0,16.79
400.0,21.0,18.0,17.0,11.95
900.0,16.0,16.0,16.0,16.56
200.0,16.0,2.0,11.0,14.1
5250.0,35.0,15.0,35.0,38.78
1050.0,30.0,30.0,30.0,11.15
700.0,80.0,10.0,60.0,35.67
200.0,60.0,16.0,11.0,10.96
600.0,16.0,25.0,12.0,15.11
350.0,19.0,24.0,16.0,13.58
200.0,18.0,10.0,18.0,10.96
7150.0,53.0,26.0,53.0,61.11
450.0,16.0,11.0,11.0,10.82
700.0,25.0,15.0,18.0,17.98
100.0,18.0,2.0,11.0,15.1
150.0,25.0,15.0,15.0,22.9
250.0,16.0,16.0,11.0,42.38
700.0,16.0,2.0,11.0,16.48
1050.0,35.0,15.0,25.0,17.31
375.0,21.0,16.0,23.0,17.2
700.0,25.0,20.0,20.0,15.1
3463.0,59.0,27.0,32.0,14.11
1100.0,20.0,10.0,20.0,9.75
500.0,20.0,12.0,15.0,12.71
1100.0,21.0,29.0,17.0,38.11
500.0,36.0,24.0,22.0,14.38
150.0,25.0,7.0,16.0,15.23
400.0,26.0,3.0,15.0,42.47
350.0,20.0,13.0,13.0,13.35
150.0,20.0,6.0,13.0,82.35
150.0,16.0,6.0,22.0,14.1
100.0,16.0,2.0,11.0,15.15
1400.0,45.0,15.0,35.0,17.83
16950.0,40.0,20.0,30.0,24.09
2800.0,30.0,38.0,14.0,33.77
700.0,20.0,10.0,20.0,16.32
300.0,20.0,15.0,15.0,34.71
900.0,26.0,13.0,21.0,17.5
225.0,23.0,18.0,18.0,17.06
667.0,30.0,16.0,16.0,25.42
550.0,20.0,20.0,20.0,19.33
1650.0,26.0,35.0,26.0,15.98
150.0,28.0,5.0,14.0,16.79
200.0,16.0,3.0,13.0,17.63
300.0,16.0,7.0,14.0,15.43
1300.0,31.0,11.0,26.0,12.85
1050.0,30.0,35.0,30.0,18.41
500.0,23.0,8.0,15.0,13.78
900.0,27.0,9.0,18.0,36.27
450.0,27.0,10.0,17.0,19.0
225.0,22.0,11.0,16.0,22.85
5350.0,40.0,20.0,40.0,22.72
2000.0,41.0,20.0,27.0,14.67
1000.0,20.0,20.0,20.0,14.87
500.0,17.0,19.0,15.0,19.52
9400.0,75.0,15.0,50.0,18.02
100.0,18.0,18.0,18.0,14.1
500.0,20.0,10.0,20.0,11.17
1200.0,16.0,16.0,15.0,16.05
700.0,16.0,10.0,20.0,15.59
150.0,18.0,8.0,13.0,11.85
300.0,35.0,5.0,30.0,18.23
1250.0,19.0,17.0,22.0,23.31
100.0,18.0,9.0,16.0,11.4
2450.0,29.0,25.0,16.0,14.56
13800.0,60.0,32.0,42.0,37.38
5950.0,30.0,30.0,30.0,17.6
1900.0,34.0,8.0,32.0,17.4
950.0,34.0,7.0,32.0,9.16
1100.0,30.0,4.0,20.0,11.9
900.0,31.0,13.0,26.0,11.85
300.0,35.0,7.0,12.0,11.99
201.0,25.0,8.0,18.0,7.46
50.0,16.0,8.0,11.0,18.23
1200.0,42.0,20.0,31.0,13.41
350.0,30.0,12.0,16.0,28.01
400.0,26.0,16.0,21.0,17.63
500.0,20.0,20.0,20.0,15.31
800.0,16.0,10.0,16.0,14.07
850.0,30.0,15.0,20.0,9.03
363.0,18.0,16.0,17.0,34.17
1300.0,31.0,6.0,33.0,18.17
2500.0,80.0,12.0,22.0,21.18
3250.0,28.0,16.0,16.0,26.92
300.0,20.0,3.0,11.0,18.07
850.0,38.0,13.0,25.0,15.56
250.0,20.0,20.0,20.0,12.92
6185.0,63.0,11.0,20.0,31.93
600.0,30.0,13.0,22.0,13.5
300.0,16.0,16.0,16.0,16.35
400.0,60.0,8.0,50.0,15.17
12050.0,56.0,32.0,32.0,98.94
300.0,16.0,5.0,11.0,10.96
1800.0,55.0,5.0,100.0,34.91
2000.0,23.0,16.0,18.0,21.76
